Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Week_days,Time_Orderd_Hours,Time_Orderd_Minutes,Time_Order_picked_Hours,Time_Order_picked_Minutes,Distance_Resturant_to_Location
34.0,4.8,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,Sunday,21,55,22,5,7.562478890452318
31.0,4.8,Sunny,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,23,Friday,21,50,21,55,4.663419307399213
30.0,5.0,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,32,Monday,11,20,11,25,3.109073410946993
22.0,4.9,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,23,Thursday,23,15,23,25,11.00773476374462
30.0,4.6,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,26,Tuesday,21,55,22,5,4.476660500738904
28.0,4.6,Fog,Jam,2,Meal,scooter,1.0,No,Urban,28,Tuesday,21,40,21,50,9.157688902749936
21.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,Thursday,20,45,20,55,9.060372371427242
29.0,5.0,Fog,High,2,Snack,motorcycle,0.0,No,Metropolitian,21,Thursday,11,10,11,25,1.5580833985948437
21.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,Friday,19,50,19,55,7.862668167410368
22.0,4.8,Fog,Low,2,Snack,electric_scooter,0.0,No,Urban,13,Monday,23,35,23,40,4.469154959264031
26.0,5.0,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,Monday,23,0,23,10,9.182882169250194
33.0,4.6,Fog,Jam,1,Snack,motorcycle,0.0,No,Urban,28,Saturday,21,55,22,5,4.663187802146826
33.0,4.9,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,17,Monday,18,15,18,20,9.074647672837914
28.0,4.1,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,Tuesday,20,45,20,50,16.822056546203214
23.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,Thursday,10,35,10,50,3.1162228846223834
26.0,4.6,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,Thursday,23,50,0,0,20.18126391655723
36.0,4.5,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,24,Thursday,20,35,20,40,4.494279117295131
32.0,4.3,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,48,Tuesday,20,45,20,55,13.610807781529353
22.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,Wednesday,20,20,20,30,4.560975023660999
35.0,4.5,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,Wednesday,19,0,19,10,10.587929946825923
35.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,Sunday,22,20,22,30,17.29786575291325
24.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,Saturday,23,55,0,5,10.602582382472562
36.0,5.0,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,33,Wednesday,15,45,15,55,6.08119089136717
25.0,4.7,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,22,Tuesday,11,40,11,45,1.5263732188913397
31.0,4.5,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,45,Tuesday,19,45,19,55,19.76237198367898
30.0,4.7,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,15,Tuesday,23,40,23,55,8.929090496038414
39.0,4.5,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,27,Monday,22,35,22,45,12.293290453033771
33.0,4.9,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,Saturday,22,20,22,30,9.075228438646324
35.0,4.9,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,Friday,18,55,19,5,11.00773476374462
33.0,5.0,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,Tuesday,17,40,17,50,7.683608397233649
38.0,3.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,39,Tuesday,17,25,17,30,13.612451541411556
29.0,5.0,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,11,Wednesday,19,20,19,30,4.65713301884333
26.0,4.5,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,19,Saturday,9,35,9,40,3.061134013686177
21.0,5.0,Windy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,20,Monday,21,50,22,5,7.660348489150972
27.0,4.6,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,Friday,23,15,23,25,13.631282080461874
37.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,Tuesday,9,40,9,55,1.5525722988574742
20.0,5.0,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,Tuesday,10,40,10,45,3.025344768407918
39.0,3.9,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,Tuesday,18,15,18,30,10.757014337994882
36.0,4.9,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,Thursday,11,45,11,55,3.1045718665451782
22.0,5.0,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,24,Wednesday,20,15,20,25,9.326940869812145
35.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,Wednesday,22,25,22,35,4.591636071834256
24.0,4.9,Sunny,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,20,Friday,10,35,10,45,3.108902629159348
34.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,24,Wednesday,22,55,23,5,19.67143272567644
33.0,4.3,Sandstorms,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,49,Thursday,18,45,18,55,17.137407700371956
27.0,4.6,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,20,Tuesday,12,10,12,15,6.120941769502897
36.0,4.1,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,46,Wednesday,19,50,20,0,10.756990051436132
39.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,Monday,17,0,17,10,6.0815918838319005
29.0,4.8,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,25,Wednesday,17,20,17,30,14.023232083084483
27.0,4.5,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,28,Wednesday,14,45,14,55,5.958963420481106
31.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,Friday,22,55,23,5,13.97214132886697
29.0,2.5,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,34,Tuesday,23,30,23,40,16.852688970823085
35.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,Wednesday,20,45,20,50,14.15280068944862
33.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,Saturday,17,35,17,50,9.17431677402621
34.0,4.8,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,31,Wednesday,11,45,11,55,3.064267071068136
37.0,4.6,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,48,Monday,11,20,11,30,1.5322206834602052
24.0,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Urban,13,Tuesday,16,55,17,5,6.2323920207909005
23.0,4.8,Fog,Medium,2,Meal,scooter,0.0,No,Urban,10,Friday,17,45,17,55,7.790426271963797
34.0,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,Sunday,21,25,21,30,16.635820545592292
33.0,4.4,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,37,Wednesday,21,25,21,40,10.86586608780909
24.0,4.4,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,42,Friday,21,55,22,5,13.82927367256702
30.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,21,Thursday,21,25,21,35,8.790241310526595
23.0,4.9,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,Sunday,9,15,9,25,1.4923354860352305
38.0,4.5,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,24,Monday,8,15,8,20,1.5127140854704322
26.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,18,Sunday,22,25,22,35,20.17903332454877
33.0,4.3,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,35,Sunday,23,15,23,20,13.58037387628088
25.0,4.5,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,29,Saturday,11,30,11,45,3.104632093351238
38.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,24,Sunday,22,20,22,35,20.176811965426136
36.0,4.6,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,21,Sunday,17,30,17,45,12.100079055614344
29.0,4.0,Fog,Jam,1,Snack,motorcycle,1.0,No,Urban,31,Saturday,21,0,21,10,7.862668167410368
30.0,4.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,Wednesday,21,15,21,25,16.982276917763187
39.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,12,Friday,11,5,11,15,1.5545440228107197
22.0,4.8,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,Monday,9,30,9,40,3.0646598407974865
30.0,4.7,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33,Saturday,20,20,20,35,9.22031682218032
30.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,Monday,19,35,19,50,4.470286489434607
30.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,Wednesday,20,25,20,35,7.64537402705469
30.0,4.7,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,28,Wednesday,23,40,23,50,16.8274727731461
29.0,5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,18,Wednesday,21,40,21,50,10.60216485230212
24.0,4.6,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,20,Sunday,11,25,11,30,3.0644638558352577
39.0,3.5,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,35,Wednesday,22,45,22,55,16.721288103917214
30.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,Friday,15,10,15,25,6.054757424280905
32.0,4.6,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,16,Saturday,20,30,20,40,10.485581365232646
20.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,18,Monday,23,45,23,55,9.175127291638498
32.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,47,Friday,17,10,17,25,13.989695713800396
25.0,4.9,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,31,Friday,18,15,18,30,20.18090860125022
39.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,29,Tuesday,18,40,18,55,10.75710880025813
29.0,4.9,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,13,Saturday,22,15,22,20,8.937806252924872
37.0,4.4,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,34,Sunday,19,45,19,55,10.723264172167632
26.0,4.8,Sunny,Jam,1,Snack,scooter,0.0,No,Urban,19,Saturday,21,35,21,40,19.4716053440582
36.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,Friday,17,30,17,45,13.89484555312174
31.0,4.3,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,34,Wednesday,20,20,20,25,7.7635043374686274
33.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Urban,22,Tuesday,23,35,23,50,9.348109676504626
21.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Urban,12,Tuesday,18,50,18,55,4.579035880489321
32.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,30,Thursday,22,25,22,30,17.07644834661623
29.0,4.0,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,40,Monday,20,45,20,55,16.385802266862793
34.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,24,Tuesday,9,35,9,50,3.1089255711547725
24.0,5.0,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,24,Thursday,18,10,18,20,4.717601092054723
24.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,Wednesday,20,50,21,0,12.236561539554922
25.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,22,Friday,19,0,19,10,7.762500242365753
25.0,4.8,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,15,Sunday,22,55,23,10,9.121044921629522
21.0,4.7,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,32,Monday,17,15,17,25,16.385802266862793
25.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,Thursday,22,40,22,45,7.562108717550266
36.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,Wednesday,9,15,9,30,1.529751878579505
29.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33,Thursday,20,15,20,20,9.22058182647967
39.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,Wednesday,19,45,19,50,10.880951367269883
27.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,Saturday,23,40,23,55,20.253459166411545
23.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,47,Wednesday,20,20,20,25,13.63127120906983
34.0,5.0,Sunny,High,2,Snack,electric_scooter,1.0,No,Metropolitian,17,Friday,13,25,13,40,6.290134677634678
21.0,4.4,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,32,Thursday,17,55,18,5,20.181186875221297
30.0,4.6,Windy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,29,Tuesday,23,55,0,5,7.562317945109334
20.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,28,Tuesday,23,5,23,15,10.564981870374336
39.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,Friday,21,30,21,35,19.91059239709516
39.0,4.2,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,33,Thursday,13,45,13,55,6.058848944530401
22.0,4.8,Cloudy,High,2,Drinks,scooter,1.0,No,Urban,23,Monday,11,35,11,40,1.5545020843140127
33.0,4.5,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,Saturday,18,20,18,25,20.253785359470783
26.0,4.8,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,16,Friday,9,45,9,50,3.109024397229972
35.0,3.7,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,35,Tuesday,19,35,19,40,12.116946920849994
35.0,4.9,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,26,Tuesday,20,5,20,15,9.348298807291808
22.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,32,Wednesday,21,10,21,20,19.36321160672078
37.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,Saturday,22,30,22,40,7.448379823536196
21.0,4.9,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,13,Wednesday,22,45,22,55,7.450285845946469
37.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,Thursday,22,25,22,30,4.58903875102421
33.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,43,Tuesday,19,20,19,30,8.790235466323805
31.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,51,Sunday,21,55,22,10,20.20724042537554
34.0,4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,Wednesday,17,20,17,30,9.074331008326515
23.0,4.8,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26,Monday,15,35,15,45,6.232139486668102
31.0,4.8,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,20,Saturday,22,25,22,35,19.042576813838775
35.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,26,Thursday,21,55,22,5,17.29786575291325
23.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,33,Saturday,19,55,20,5,12.46418980459368
35.0,4.9,Cloudy,Medium,0,Snack,motorcycle,3.0,Yes,Metropolitian,44,Friday,18,40,18,50,12.58026782240096
24.0,4.1,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,33,Sunday,21,40,21,50,13.768718508386597
23.0,4.8,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Metropolitian,20,Thursday,18,15,18,30,7.761422437275375
22.0,4.0,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,Sunday,21,20,21,25,10.723264172167632
35.0,5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,Sunday,19,15,19,30,17.078934089494954
27.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,21,Monday,20,35,20,40,11.90494293616778
28.0,4.9,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,Sunday,18,20,18,30,4.674143698976439
34.0,4.8,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,29,Thursday,9,10,9,20,3.059933327241409
37.0,4.3,Cloudy,Medium,1,Drinks,scooter,0.0,No,Urban,33,Wednesday,17,20,17,35,16.411957167578073
38.0,4.5,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,16,Sunday,20,5,20,15,10.724879289478304
35.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,32,Monday,18,0,18,10,4.657649165910802
38.0,4.0,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,Friday,19,15,19,30,8.953274723589717
25.0,4.4,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,39,Sunday,11,40,11,55,1.4901739564930154
39.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,32,Saturday,10,10,10,15,1.4898423067405666
38.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,Sunday,22,55,23,5,14.021819246588828
31.0,4.2,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,48,Tuesday,20,15,20,20,13.631440268080546
38.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,28,Saturday,23,20,23,25,7.601874226722028
38.0,4.3,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,38,Thursday,0,5,0,5,13.409281444578204
31.0,4.8,Stormy,High,2,Snack,motorcycle,0.0,No,Metropolitian,28,Thursday,11,15,11,30,3.145067434621583
30.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,Sunday,10,20,10,25,1.5323350156090414
34.0,4.7,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,28,Thursday,12,15,12,20,6.04999326769204
37.0,4.0,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,32,Wednesday,20,15,20,30,9.326827803405624
36.0,4.9,Sunny,Low,2,Buffet,motorcycle,1.0,No,Urban,19,Monday,22,40,22,45,7.546680469081603
32.0,4.7,Stormy,Jam,1,Drinks,scooter,0.0,No,Urban,26,Friday,21,55,22,5,19.36258018346589
23.0,4.7,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,10,Saturday,15,40,15,55,6.290134677634678
30.0,3.8,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,32,Sunday,19,40,19,50,19.91612261381972
34.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,27,Saturday,8,25,8,30,1.5527821295482669
39.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,49,Sunday,21,25,21,35,10.881329493408392
38.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,26,Monday,19,20,19,35,7.763161028493024
25.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,Wednesday,21,30,21,45,12.256574293065658
39.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,18,Tuesday,23,10,23,15,12.099251698246317
39.0,4.9,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,Sunday,18,30,18,35,12.43559785554022
35.0,5.0,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,Tuesday,20,20,20,25,4.596336792438924
25.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,23,Monday,23,40,23,45,10.868263117988388
26.0,4.7,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,22,Saturday,11,35,11,50,1.5545437335214782
27.0,4.6,Stormy,Medium,1,Drinks,scooter,0.0,No,Urban,17,Saturday,17,45,17,55,20.17774245119436
39.0,4.7,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,49,Sunday,21,15,21,20,19.61891834747988
36.0,4.8,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,29,Tuesday,12,10,12,20,5.958808071070684
34.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Urban,21,Friday,8,30,8,45,3.064267071068136
32.0,5.0,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,15,Saturday,21,15,21,20,10.48574789633866
23.0,4.8,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,Saturday,8,55,9,10,1.520455689583788
22.0,5.0,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,24,Saturday,11,45,11,50,3.073397297636044
32.0,4.9,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,19,Wednesday,12,55,13,5,6.058870515565882
31.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,Saturday,16,35,16,40,6.128639386843045
27.0,4.9,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,21,Wednesday,18,40,18,45,19.362825446415226
22.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,Monday,20,40,20,55,4.528282400326011
38.0,3.7,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,33,Wednesday,23,15,23,25,12.29343378697411
25.0,4.6,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,29,Friday,22,5,22,15,9.121044921629522
32.0,3.8,Fog,Low,1,Snack,motorcycle,2.0,No,Metropolitian,39,Wednesday,22,55,23,5,12.103166363270562
20.0,4.8,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,25,Thursday,15,55,16,5,6.080949025950904
23.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,19,Sunday,8,35,8,45,1.5099223008305656
35.0,4.7,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,34,Sunday,12,5,12,15,3.145067434621583
28.0,4.8,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,24,Friday,14,55,15,5,6.08091814244962
23.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,Friday,23,50,23,55,10.444390862228436
37.0,5.0,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,Sunday,17,25,17,30,9.326616887755376
34.0,4.7,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,24,Wednesday,18,30,18,40,16.635629218678122
26.0,5.0,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,17,Tuesday,22,30,22,35,7.7635043374686274
25.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,Thursday,19,25,19,40,10.707860128480876
28.0,4.6,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,19,Tuesday,17,55,18,10,16.385045825961107
35.0,5.0,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,Tuesday,13,50,14,0,6.058923147526397
35.0,4.6,Fog,Low,1,Meal,scooter,0.0,No,Urban,19,Tuesday,8,45,8,55,2.984400688567299
22.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,24,Monday,17,10,17,15,8.938588654178497
21.0,4.5,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,Wednesday,8,35,8,40,3.059443338897214
36.0,4.6,Windy,Jam,2,Drinks,motorcycle,0.0,No,Urban,33,Sunday,20,35,20,45,7.600994631258686
23.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,42,Monday,21,0,21,10,20.851771383105145
34.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,Tuesday,19,10,19,15,9.087980108212484
25.0,4.7,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,Thursday,20,25,20,30,7.546680469081603
37.0,5.0,Stormy,High,1,Drinks,motorcycle,0.0,No,Urban,26,Thursday,14,55,15,5,6.146683594473334
30.0,4.7,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,Monday,19,35,19,45,16.601276790345963
20.0,4.7,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,Monday,13,35,13,40,6.232393050016768
24.0,5.0,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,Wednesday,20,5,20,15,9.314044193379946
24.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,Friday,22,20,22,35,10.602450942886511
22.0,4.5,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,Monday,8,35,8,40,1.5367312329664098
24.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,11,Wednesday,19,20,19,30,16.411877482424305
27.0,4.9,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,20,Tuesday,17,25,17,35,7.546888128063204
37.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,21,Monday,18,20,18,25,7.448311138215936
34.0,4.7,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,27,Thursday,11,15,11,30,3.064335674796853
31.0,4.7,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,26,Saturday,20,15,20,20,20.25310137263237
20.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,14,Friday,11,0,11,10,1.5093844931452696
22.0,4.8,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,27,Wednesday,21,35,21,40,4.656902198106395
30.0,4.7,Sunny,Jam,0,Snack,motorcycle,3.0,No,Semi-Urban,52,Thursday,21,15,21,25,4.632460137276302
22.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,38,Thursday,21,55,22,5,16.601276790345963
30.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,22,Friday,17,10,17,20,4.610456146048326
38.0,4.9,Sunny,Low,1,Drinks,scooter,0.0,No,Urban,11,Sunday,10,40,10,55,3.01870080243822
30.0,4.7,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,11,Monday,8,40,8,50,1.4898285870179706
38.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,Friday,18,50,19,5,4.596877706640377
23.0,4.5,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,16,Wednesday,20,55,21,5,17.076712975302453
24.0,4.8,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,28,Thursday,12,5,12,15,1.5302594894332384
